| 人类学与社会学哲学 上册 | NIL | 7303191763, 9787303191765 | [461D45CE6FA789B4D46F75E62D6D24B6](http://libgen.rs/book/index.php?md5=461D45CE6FA789B4D46F75E62D6D24B6) |
| 探险家沃斯 | [澳] 帕特里克·怀特 著; 刘寿康 / 胡文仲 译 | 9787806570333 | [3F2127C807BB397DA3B6150099482DA5](http://libgen.is/book/index.php?md5=3F2127C807BB397DA3B6150099482DA5) |
| 夜幕下的大军 | [美] 诺曼·梅勒 著; 任绍曾 译 | 9787805678788 | [19506588954FD38A084A1F006A3BDEA9](http://libgen.is/book/index.php?md5=19506588954FD38A084A1F006A3BDEA9) |
| 衰落: Decline and Fall | [英] 伊夫林·沃 著; 高继海 译 | 9787806574713 | [27162C010132162BF9A34E6802242F5B](http://libgen.is/book/index.php?md5=27162C010132162BF9A34E6802242F5B) |
| 恋爱中的女人 | [英] D·H·劳伦斯 著; 黑马（毕冰宾） 译 | 9787806570463 | [8F36E0A8B3C76BD8C4D3ACF812261099](http://libgen.is/book/index.php?md5=8F36E0A8B3C76BD8C4D3ACF812261099) |
| 火山恋人 | [美] 苏珊·桑塔格 著; 李国林/伍一莎 译 | 9787806573228 | [CD9EFD3A23C45145FA6F87B7BC5C061A](http://libgen.is/book/index.php?md5=CD9EFD3A23C45145FA6F87B7BC5C061A) |
| 一个陌生女人的来信 | [奥地利] 斯蒂芬·茨威格 著;  张玉书 译 | 9787532741571 | [4C196A7732C741C60D4798B3B4375385](http://libgen.is/book/index.php?md5=4C196A7732C741C60D4798B3B4375385) |
| 我的米海尔 | [以色列] 阿摩司·奥兹 著;  钟志清 译 | 9787805677132 | [F87CE72E7040838AC85437B1FBF0753D](http://libgen.is/book/index.php?md5=F87CE72E7040838AC85437B1FBF0753D) |
| 奇境 | [美] 乔伊斯·卡罗尔·欧茨 著; 宋兆霖 译 | 9787805679013 | [BCD0FC08FB2B61D68E038F9F0E299461](http://libgen.is/book/index.php?md5=BCD0FC08FB2B61D68E038F9F0E299461) |
| 金阁寺/潮骚 | [日] 三岛由纪夫 著; 唐月梅 译 | 9787805678610 | [6A809DF58EBCE0FC9515D69E43F0E446](http://libgen.is/book/index.php?md5=6A809DF58EBCE0FC9515D69E43F0E446) |
| 天使沉默 不中用的狗 | [德] 海因里希·伯尔 著; 曹乃云 / 刁承俊 译 | 9787805678764 | [4CDFA89BA53FB226A28CCFA1038A839B](http://libgen.is/book/index.php?md5=4CDFA89BA53FB226A28CCFA1038A839B) |
| 野草在歌唱 | [英] 多丽丝·莱辛 著; 一蕾 译 | 9787806570104 | [C18C3A92D73313560AFCD05FC5985B0E](http://libgen.is/book/index.php?md5=C18C3A92D73313560AFCD05FC5985B0E) |
| 鹿苑 | [美] 诺曼·梅勒 著; 刘新民 译 | 9787806572047 | [5AB0695E52DACE685F1638397DEF6F1F](http://libgen.is/book/index.php?md5=5AB0695E52DACE685F1638397DEF6F1F) |
| 选择 | [俄] 尤·邦达列夫 | 9787805677019 | [152D8F00DD05E2D432E72676A63F3F7E](http://libgen.is/book/index.php?md5=152D8F00DD05E2D432E72676A63F3F7E) |
| 河湾 | [英] V.S.奈保尔 著; 方柏林 译 | 9787806573952 | [C25628EC1A0B309274703D777AB97168](http://libgen.is/book/index.php?md5=C25628EC1A0B309274703D777AB97168) |
| 洛丽塔 | [美] 弗拉基米尔·纳博科夫 著;  于晓丹 译 | 9787806570210 | [F7BEEB158310B6F6852BC93F5EC395A9](http://libgen.is/book/index.php?md5=F7BEEB158310B6F6852BC93F5EC395A9) |
| 人性的因素 | 格雷厄姆·格林 著; 苏晓军 译 | 9787806571484 | [5FFDA47D4FBF7A8C37B2FC592B289033](http://libgen.is/book/index.php?md5=5FFDA47D4FBF7A8C37B2FC592B289033) |
| 刽子手之歌 | [美] 诺曼·梅勒 著; 邹慧玲、司辉、杨华 译 | 9787531301363 | [748829C92D3D8525E54F5795B108330D](http://libgen.is/book/index.php?md5=748829C92D3D8525E54F5795B108330D) |
| 浮现 | [加拿大] 玛格丽特·阿特伍德 著; 蒋丽珠 译 | 9787805679679 | [D4A3B644A4FBC51511EEAFB58BBA69A0](http://libgen.is/book/index.php?md5=D4A3B644A4FBC51511EEAFB58BBA69A0) |
| 刽子手之歌 | [美] 诺曼·梅勒 著; 邹慧玲、司辉、杨华 译 | 9787531301363 | [0E561BE00C29FB8B21692490AD14CF88](http://libgen.is/book/index.php?md5=0E561BE00C29FB8B21692490AD14CF88) |
| 印度之行 | [英] E·M·福斯特 著; 杨自俭 / 邵翠英 译 | 9787806575499 | [671E92642DFC0C892524B990D81CD54D](http://libgen.is/book/index.php?md5=671E92642DFC0C892524B990D81CD54D) |
| 刽子手之歌 | [美] 诺曼·梅勒 著; 邹慧玲、司辉、杨华 译 | 9787531301363 | [D612E1E647C25BDA58B637AF73D5154D](http://libgen.is/book/index.php?md5=D612E1E647C25BDA58B637AF73D5154D) |
| 一个无政府主义者的意外死亡: 达里奥·福戏剧作品集 | [意] 达里奥·福 著;  吕同六 译 | 9787805678627 | [94AA47E8A1A314B41104DC60C03BB945](http://libgen.is/book/index.php?md5=94AA47E8A1A314B41104DC60C03BB945) |
| 第二十二条军规 | [美] 约瑟夫·海勒 著; 杨恝 / 程爱民 / 邹惠玲 译 | 9787805676302 | [04808487D05F1C6055D682FE3E29E349](http://libgen.is/book/index.php?md5=04808487D05F1C6055D682FE3E29E349) |
| 我快乐的早晨 | [捷克] 伊凡·克里玛 著; 景黎明 / 景凯旋 译 | 9787805678856 | [72698DEDA79889E3B3B02749E16974E4](http://libgen.is/book/index.php?md5=72698DEDA79889E3B3B02749E16974E4) |
| 恩主 | [美] 苏珊·桑塔格 著; 姚君伟 译 | 9787806576441 | [1206FAEF0870C33CA04E8386D20F0E4E](http://libgen.is/book/index.php?md5=1206FAEF0870C33CA04E8386D20F0E4E) |
| 一把尘土 | [英] 伊夫林·沃 著; 伍一莎/彭萍/李小良 译 | 9787806570906 | [853BAFB886101F52E44FD63800ACE030](http://libgen.is/book/index.php?md5=853BAFB886101F52E44FD63800ACE030) |
| 嫉妒 去年在马里安巴 | [法] 阿兰·罗伯-格里耶 著; 李清安 / 沈志明 译 | 9787805678870 | [33527ED001A44AFD15B9ACB57ED23289](http://libgen.is/book/index.php?md5=33527ED001A44AFD15B9ACB57ED23289) |
| 美妙的新世界 | [英] 阿道司·赫胥黎 著;  孙法理 译 | 9787806571095 | [F44057BF2924737DADE70A1AD6DD79C5](http://libgen.is/book/index.php?md5=F44057BF2924737DADE70A1AD6DD79C5) |
| 五号屠场: 上帝保佑你，罗斯瓦特先生 | [美] 库尔特·冯内古特 著; 云彩 / 紫芹 / 曼罗 译 | 9787805678092 | [B4DA2A12216332C567BDBE57F62553CD](http://libgen.is/book/index.php?md5=B4DA2A12216332C567BDBE57F62553CD) |
| 安娜.玛丽 | [法] 吕西安·博达尔 著; 许钧 / 钱林森 译 | 9787805678023 | [E3EE4841754F52FA20640A2E428C0B6F](http://libgen.is/book/index.php?md5=E3EE4841754F52FA20640A2E428C0B6F) |
| 我自己的世界: 梦之日记 | 格雷厄姆·格林 著;  恺蒂 译 | 9787544706292 | [7C339F1DA8984B26B246A735DB033765](http://libgen.is/book/index.php?md5=7C339F1DA8984B26B246A735DB033765) |
| 一个自行发完病毒的病例 | 格雷厄姆·格林 著;  傅惟慈 译 | 9787532745678 | [D28E43C22E67B5A2A4A44772ADB5D04E](http://libgen.is/book/index.php?md5=D28E43C22E67B5A2A4A44772ADB5D04E) |
| 红花物语 | [日] 水上勉 | 9787533900946 | [6E0C75FB09D9E397E46161177086F8F9](http://libgen.is/book/index.php?md5=6E0C75FB09D9E397E46161177086F8F9) |
| 泡影 越前竹偶 | [日] 水上勉 著; 柯森耀 / 吴树文 译 | 9787532707218 | [EED3B358C59E0F81D08FAB016A28D0B0](http://libgen.is/book/index.php?md5=EED3B358C59E0F81D08FAB016A28D0B0) |
| 密使 | 格雷厄姆·格林 著;  傅惟慈 译 | 9787532749362 | [5145E8CAC20C1E47F76CFDAF428A174C](http://libgen.is/book/index.php?md5=5145E8CAC20C1E47F76CFDAF428A174C) |
| 人生架桥 | [日] 水上勉 著; 张利 晓明 贺程 译 | 9787533903220 | [141F1EA19F021E5C5C6B419345137AB0](http://libgen.is/book/index.php?md5=141F1EA19F021E5C5C6B419345137AB0) |
| 棒棒女郎 | [日] 水上勉 著; 于长江等 译 | 9787200008456 | [1C1FC29FC5C8FB5E84EF894080FC49CA](http://libgen.is/book/index.php?md5=1C1FC29FC5C8FB5E84EF894080FC49CA) |
| 设计中的设计 | [日] 原研哉 著;  朱锷 译 | 9787209041065 | [7EE70DC4FFE2AE583AA8D0822FE0B44D](http://libgen.is/book/index.php?md5=7EE70DC4FFE2AE583AA8D0822FE0B44D) |
| 设计心理学 | Donald Norman 著; 梅琼 译 | 9787800739255 | [0094E1B401ACA694028CF35648006481](http://libgen.is/book/index.php?md5=0094E1B401ACA694028CF35648006481) |
| 亚洲的书籍、文字与设计: 杉浦康平与亚洲同人的对话 | [日] 杉浦康平 著; 杨晶 / 李建华 译 | 9787108025807 | [ACDA86A7BCF9C1B6E050D1CC1F94A5F6](http://libgen.is/book/index.php?md5=ACDA86A7BCF9C1B6E050D1CC1F94A5F6) |
| MUJI 無印良品 | [日]良品計畫株式會社 著; 朱锷 译 | 9787563362516 | [45364EB623812F6D58348A700B612E3D](http://libgen.is/book/index.php?md5=45364EB623812F6D58348A700B612E3D) |
| 像设计师那样思考: How to Think Like a Great Graphic Designer | [美] 黛比·米尔曼 著; 鲍晨  译 | 9787547400531 | [106EF36C5A5D35591BD28E04DA2A1112](http://libgen.is/book/index.php?md5=106EF36C5A5D35591BD28E04DA2A1112) |
| 写给大家看的设计书（第3版） | [美] Robin Williams 著; 苏金国 / 刘亮 译 | 9787115188120 | [E0A3F14EBDFE6949AFCC18A52432D6C7](http://libgen.is/book/index.php?md5=E0A3F14EBDFE6949AFCC18A52432D6C7) |
| 比较法律文化 | [美] 埃尔曼 著; 贺卫方 / 高鸿钧 译 | 9787108002037 | [61F23A88A8FA4EC69C65BD4EEF20F8B3](http://libgen.is/book/index.php?md5=61F23A88A8FA4EC69C65BD4EEF20F8B3) |
| 法律是什么 | 刘星 | 9787562016731 | [AFC1A124F64FD7543B1E90EC5C56FB7D](http://libgen.is/book/index.php?md5=AFC1A124F64FD7543B1E90EC5C56FB7D) |
| 比较法律文化 | [美] 埃尔曼 著; 贺卫方、高鸿钧 译 | 9787302059073 | [9F8C4F917D5800C4E316A619F6911188](http://libgen.is/book/index.php?md5=9F8C4F917D5800C4E316A619F6911188) |
| 法律的概念: 外国法律文库 | [美] 哈特 著; 张文显 译 | 9787500056317 | [478491D00BAC60C844C57BEEFF3C858A](http://libgen.is/book/index.php?md5=478491D00BAC60C844C57BEEFF3C858A) |
| 法辨: 中国法的过去、现在与未来 | 梁治平 | 9787562022190 | [1ED15AF1A655FE7CF3C96282A9CBBA31](http://libgen.is/book/index.php?md5=1ED15AF1A655FE7CF3C96282A9CBBA31) |
| 水母与蜗牛: 一个生物学观察者的手记 | [美] 刘易斯·托马斯 著; 李绍明 译 | 9787535718556 | [473BCACB78058691E571DFAD53536684](http://libgen.is/book/index.php?md5=473BCACB78058691E571DFAD53536684) |
| 原子中的幽灵 | 戴维斯 著; 易心洁 译 | 9787535710673 | [22F15CE4D1DD113F92EA2B0DA122C89E](http://libgen.is/book/index.php?md5=22F15CE4D1DD113F92EA2B0DA122C89E) |
| 数学：确定性的丧失 | [美] M·克莱因 著; 李宏魁 译 | 9787535718570 | [787428153D22FFDF94E833F1848ED1CC](http://libgen.is/book/index.php?md5=787428153D22FFDF94E833F1848ED1CC) |
| 水母与蜗牛: 一个生物学观察者的手记 | [美] 刘易斯·托马斯 著; 李绍明 译 | 9787535718556 | [60BB3172F1BA858BA16C8AB57B2FEE48](http://libgen.is/book/index.php?md5=60BB3172F1BA858BA16C8AB57B2FEE48) |
| 宇宙的琴弦 | [美] 布赖恩·格林 著; 李泳 译 | 9787535732705 | [7C52DFA899F4D42C3DCC337C8E4D9B5D](http://libgen.is/book/index.php?md5=7C52DFA899F4D42C3DCC337C8E4D9B5D) |
| 城堡: 名著名译插图本·精华版 | [奥地利] 弗朗茨·卡夫卡 著; 高年生 译 | 9787020071623 | [6374AA521140472B95E235CF72A3F04D](http://libgen.is/book/index.php?md5=6374AA521140472B95E235CF72A3F04D) |
| 被欺凌与被侮辱的: 名著名译插图本·精华版 | [俄] 费奥多尔·陀思妥耶夫斯基 著;  冯南江 译 | 9787020071524 | [AA6A9DA27E5F7A8DB81486033FB58F5B](http://libgen.is/book/index.php?md5=AA6A9DA27E5F7A8DB81486033FB58F5B) |
| 战争与和平（上下）: 名著名译插图本·精华版 | [俄] 列夫·托尔斯泰 著;  刘辽逸 译 | 9787020071203 | [DA31A0D919275F757D0FD5E362E9E7A6](http://libgen.is/book/index.php?md5=DA31A0D919275F757D0FD5E362E9E7A6) |
| 白鲸 | [美] 梅尔维尔 著;  成时 译 | 9787020033997 | [EDC4C7357C5473DB6AEDFB2D65CFD635](http://libgen.is/book/index.php?md5=EDC4C7357C5473DB6AEDFB2D65CFD635) |
| 古希腊戏剧选 | [希腊] 埃斯库罗斯 著;  杨宪益 / 王焕生 / 罗念生 译 | 9787020062577 | [842732458DFEBBEDCF01689A9D475B85](http://libgen.is/book/index.php?md5=842732458DFEBBEDCF01689A9D475B85) |
| 嘉莉妹妹 | [美] 西奥多·德莱塞 著;  潘庆舲 译 | 9787020040155 | [0AFB2B80CDF7044114B3FADB6A5CAA1D](http://libgen.is/book/index.php?md5=0AFB2B80CDF7044114B3FADB6A5CAA1D) |
| 少年维特的烦恼 | [德] 约翰·沃尔夫冈·冯·歌德 著;  杨武能 译 | 9787020006052 | [994E6CC6C7AED9E4B0F1ECC5696EE28D](http://libgen.is/book/index.php?md5=994E6CC6C7AED9E4B0F1ECC5696EE28D) |
| 源氏物语（上、中、下） | [日] 紫式部 著;  丰子恺 译 | 9787020038916 | [2AA207C7E61ED4FEA2B3A87628FFCFA2](http://libgen.is/book/index.php?md5=2AA207C7E61ED4FEA2B3A87628FFCFA2) |
| 杰克·伦敦小说选 | [美] 杰克·伦敦 著; 万紫 / 雨宁 / 胡春兰 译 | 9787020040872 | [6519F700C7840FDD28011B25057C244A](http://libgen.is/book/index.php?md5=6519F700C7840FDD28011B25057C244A) |
| 飘: 名著名译插图本•精华版 | [美] 米切尔 著; 戴侃 / 李野光 / 庄绎传 译 | 9787020070954 | [9B13046A59DC312F136E3D1C3C98EF42](http://libgen.is/book/index.php?md5=9B13046A59DC312F136E3D1C3C98EF42) |
| 巨人传: 名著名译插图本 | [法] 拉伯雷 著; 鲍文蔚 译 | 9787020044924 | [2B66557573BB687CCB19A78A76B7AE0C](http://libgen.is/book/index.php?md5=2B66557573BB687CCB19A78A76B7AE0C) |
| 汤姆·索亚历险记 | [美] 马克·吐温 著;  成时 译 | 9787020038909 | [205B5F141C1BC22B1C31CB8748FD1FC7](http://libgen.is/book/index.php?md5=205B5F141C1BC22B1C31CB8748FD1FC7) |
| 苦难历程（上下） | [苏联] 阿·托尔斯泰 著; 王士燮 译 | 9787020053810 | [8B5D45B17C4E98A48217E6123B1255F9](http://libgen.is/book/index.php?md5=8B5D45B17C4E98A48217E6123B1255F9) |
| 特罗洛普中短篇小说精选 | [英] 特罗洛普 著;  石永礼 译 | 9787020054077 | [85B6A7E87E99B1E3ADF2824720247C1C](http://libgen.is/book/index.php?md5=85B6A7E87E99B1E3ADF2824720247C1C) |
| 彼得堡故事 | [俄] 尼古拉·果戈里 著;  满涛 译 | 9787020061372 | [8CD9A3F238AB985A93BBEC48CC31A0AB](http://libgen.is/book/index.php?md5=8CD9A3F238AB985A93BBEC48CC31A0AB) |
| 罪与罚: 名著名译插图本·精华版 | [俄] 费奥多尔·陀思妥耶夫斯基 著;  朱海观 / 王汶 译 | 9787020071388 | [97818F43C6489E635A70528C7B6EABBD](http://libgen.is/book/index.php?md5=97818F43C6489E635A70528C7B6EABBD) |
| 好兵帅克历险记: 名著名译插图本·精华版 | [捷克] 雅洛斯拉夫·哈谢克 著; 星灿 译 | 9787020071395 | [1D7F606FFCBF6FB15F57C87DADB8E813](http://libgen.is/book/index.php?md5=1D7F606FFCBF6FB15F57C87DADB8E813) |
| 契诃夫短篇小说选: 名著名译插图本·精华版 | [俄] 安东·契诃夫 著;  汝龙 译 | 9787020071081 | [B15D1D1D3F76F6DD8FC1404D35FFD774](http://libgen.is/book/index.php?md5=B15D1D1D3F76F6DD8FC1404D35FFD774) |
| 儿子与情人 | [英] D·H·劳伦斯 著; 陈良廷 / 刘文澜 译 | 9787020052523 | [56C24C340616952C349FEED453381A0A](http://libgen.is/book/index.php?md5=56C24C340616952C349FEED453381A0A) |
| 坎特伯雷故事 | [英] 杰弗里·乔叟 著; 方重 译 | 9787020043774 | [38DBB6AF3174C8D518648D5CCEB38A6A](http://libgen.is/book/index.php?md5=38DBB6AF3174C8D518648D5CCEB38A6A) |
| 叶甫盖尼·奥涅金 | [俄] 亚历山大·普希金 著;  智量 译 | 9787020043255 | [D5CD580737B9ACF1E359C3F5F9921160](http://libgen.is/book/index.php?md5=D5CD580737B9ACF1E359C3F5F9921160) |
| 双城记 | （英）狄更斯 著; 石永礼，赵文娟 译 | 9787020042913 | [FE6859AA7F9EB0F40F2288D71675AC49](http://libgen.is/book/index.php?md5=FE6859AA7F9EB0F40F2288D71675AC49) |
| 忏悔录: 名著名译插图本·精华版 | [法] 让-雅克·卢梭 著;  范希衡 译 | 9787020071197 | [B831761661301B83E7736F0A9C656948](http://libgen.is/book/index.php?md5=B831761661301B83E7736F0A9C656948) |
| 欧·亨利短篇小说选 | [美] 欧·亨利 著; 王永年 译 | 9787020040896 | [62B66490D8E085BE73D750994F06E330](http://libgen.is/book/index.php?md5=62B66490D8E085BE73D750994F06E330) |
| 冰岛渔夫 菊子夫人 | [法] 皮埃尔·洛蒂 / [法] 皮埃尔·洛蒂 著;  艾珉 译 | 9787020053032 | [C8CEFEB0EBB0D1DCCB846B0EF65B0DC9](http://libgen.is/book/index.php?md5=C8CEFEB0EBB0D1DCCB846B0EF65B0DC9) |
| 欧文短篇小说选 | [美] 华盛顿·欧文 著; 万紫 译 | 9787020042920 | [084523C1C3017812450216AF0B80F481](http://libgen.is/book/index.php?md5=084523C1C3017812450216AF0B80F481) |
| 狄康卡近乡夜话 | [俄] 尼古拉·果戈里 著;  满涛 译 | 9787020049721 | [781449D51DDEFFAA459F98EAFA263028](http://libgen.is/book/index.php?md5=781449D51DDEFFAA459F98EAFA263028) |
| 情感教育 | [法] 居斯塔夫·福楼拜 著; 王文融 译 | 9787020044382 | [5EC74D6B48CF95D0BDAB9BE5A63394DC](http://libgen.is/book/index.php?md5=5EC74D6B48CF95D0BDAB9BE5A63394DC) |
| 德伯家的苔丝 | [英] 托马斯·哈代 著; 张谷若 译 | 9787020039517 | [94DEE069D86EE956F71CC6D62A4BF8C6](http://libgen.is/book/index.php?md5=94DEE069D86EE956F71CC6D62A4BF8C6) |
| 马克·吐温中短篇小说选: 名著名译插图本·精华版 | [美] 马克·吐温 著; 叶冬心 译 | 9787020071074 | [5C9FD28D44022EBFFC15F252536A80AC](http://libgen.is/book/index.php?md5=5C9FD28D44022EBFFC15F252536A80AC) |
| 权威的概念 | [法] 亚历山大·科耶夫 著; 姜志辉 译 | 9787544715904 | [1F4739AD1FC8960B3F1C356460B7DFF0](http://libgen.is/book/index.php?md5=1F4739AD1FC8960B3F1C356460B7DFF0) |
| 民主的不满: 美国在寻求一种公共哲学 | [美] 迈克尔·桑德尔 著; 曾纪茂 译 | 9787214048868 | [F07A2F93BC85B28F9BF214EABD33670F](http://libgen.is/book/index.php?md5=F07A2F93BC85B28F9BF214EABD33670F) |
| 历史主义的兴起 | [德] 弗里德里希·梅尼克 著; 陆月宏 译 | 9787544708654 | [8F293D959BA342869129694F1405AA1C](http://libgen.is/book/index.php?md5=8F293D959BA342869129694F1405AA1C) |
| 异端人物: 凤凰文库·当代思想前沿系列 | [英] 特里·伊格尔顿 著; 刘超 / 陈叶 译 | 9787214110244 | [9EA14D0A58C6F67A31BAC60436112868](http://libgen.is/book/index.php?md5=9EA14D0A58C6F67A31BAC60436112868) |
| 英国新左派思想家 | 张亮 | 9787214063724 | [3E212DABBBC14D760620B41B27274625](http://libgen.is/book/index.php?md5=3E212DABBBC14D760620B41B27274625) |
| 痴人之爱 | [日] 谷崎润一郎 著; 郑明钦 译 | 9787505936690 | [22A5BBAA35A475E8C93B22A374B72E3E](http://libgen.is/book/index.php?md5=22A5BBAA35A475E8C93B22A374B72E3E) |
| 乱世四姐妹 | [日] 谷崎润一郎 著; 孙日明 / 陈竟 / 梁守坚 译 | 9787536311473 | [FF0C5EDCC36F233B62E734AEEB1AE0EE](http://libgen.is/book/index.php?md5=FF0C5EDCC36F233B62E734AEEB1AE0EE) |
| 饶舌录 | [日] 谷崎润一郎 著; 汪正球 译 | 9787505936683 | [946E3DF9C7067DA1D5DAD5714E53A67D](http://libgen.is/book/index.php?md5=946E3DF9C7067DA1D5DAD5714E53A67D) |
| 疯癫老人日记 | [日] 谷崎润一郎 著; 叶渭渠 竺家荣等 译 | 9787505936669 | [99832FA83F7FAA41C475992ABA2704E5](http://libgen.is/book/index.php?md5=99832FA83F7FAA41C475992ABA2704E5) |
| 阴翳礼赞: 日本和西洋文化随笔 | [日] 谷崎润一郎 著; 丘仕俊 译 | 9787108004987 | [AABCF75C5302662D5B72245DFF57EC6F](http://libgen.is/book/index.php?md5=AABCF75C5302662D5B72245DFF57EC6F) |
| 谣言 | [美] 桑斯坦 著; 张楠迪扬 译 | 9787508623153 | [D9D44FA09479BB3C72FB31611DAA2450](http://libgen.is/book/index.php?md5=D9D44FA09479BB3C72FB31611DAA2450) |
| 传播学史: 一种传记式的方法 | [美] E·M·罗杰斯 著; 殷晓蓉 译 | 9787532727810 | [8FA9391ADC7D91AF4C33CEDACF6E96DD](http://libgen.is/book/index.php?md5=8FA9391ADC7D91AF4C33CEDACF6E96DD) |
| 众声喧哗: 网络时代的个人表达与公共讨论 | 胡泳 | 9787563375622 | [8DAF9A4A5498C4E64B39915696FF9F6C](http://libgen.is/book/index.php?md5=8DAF9A4A5498C4E64B39915696FF9F6C) |
| 传播学教程: 传播学教程 | 郭庆光 | 9787300111254 | [7623421B14D9B01C85D5CD9E6D7EA5B5](http://libgen.is/book/index.php?md5=7623421B14D9B01C85D5CD9E6D7EA5B5) |
| 消费社会 | [法] 让·鲍德里亚 著; 刘成富 / 全志钢 译 | 9787305035357 | [466E39A389DBDF40B192F0AE2350A805](http://libgen.is/book/index.php?md5=466E39A389DBDF40B192F0AE2350A805) |
| 未来是湿的: 无组织的组织力量 | [美] 克莱·舍基 著; 胡泳 / 沈满琳 译 | 9787300105390 | [57F3DB76D472B7DFE0B276621B39C975](http://libgen.is/book/index.php?md5=57F3DB76D472B7DFE0B276621B39C975) |
| 娱乐至死 | [美] 尼尔·波兹曼 著; 章艳 译 | 9787563344970 | [DB27C58E009F452D5701B18A7AB70C7C](http://libgen.is/book/index.php?md5=DB27C58E009F452D5701B18A7AB70C7C) |
| 交流的无奈: 传播思想史 | [美] 彼得斯 著; 何道宽 译 | 9787508030395 | [A2AF6A3950ABFE3DDDD359487183F3CD](http://libgen.is/book/index.php?md5=A2AF6A3950ABFE3DDDD359487183F3CD) |
| 大众传播理论: Mass Communication Theory : Foundations, Ferment, and Future; 3 edition | [美] 巴兰 / 戴维斯 著; 曹书乐 译 | 9787302095941 | [86E037ADF6CDDCEB6D50E24BB43D174E](http://libgen.is/book/index.php?md5=86E037ADF6CDDCEB6D50E24BB43D174E) |
| 公众舆论 | [美] 沃尔特·李普曼 著; 阎克文 / 江红 译 | 9787208039872 | [A620531D118ADE9702A0CBB051554A1E](http://libgen.is/book/index.php?md5=A620531D118ADE9702A0CBB051554A1E) |
| 大众传播理论: Mass Communication Theory : Foundations, Ferment, and Future; 3 edition | [美] 巴兰 / 戴维斯 著; 曹书乐 译 | 9787302095941 | [77826B9B6CE77ED52259B7942CFFAC81](http://libgen.is/book/index.php?md5=77826B9B6CE77ED52259B7942CFFAC81) |
| 我站着，我受得了: 奥拉夫·H·豪格诗选 | [挪威] 奥拉夫·H·豪格 著; 勃克曼 / 西川 / 刘白沙 译 | 9787506346085 | [DE3D81EE7CA8AD95ADB6229AA1858780](http://libgen.is/book/index.php?md5=DE3D81EE7CA8AD95ADB6229AA1858780) |
| 爱的奴隶: 挪威短篇小说选 | [挪威] 克努特·汉姆生 著; 裴显亚 译 | 9787217001655 | [A2A9EFBF8849EC4119655DA80147CF84](http://libgen.rs/book/index.php?md5=A2A9EFBF8849EC4119655DA80147CF84) |
| 特朗斯特罗姆诗全集 | [瑞典] 托马斯·特朗斯特罗默 著; 李笠 译 | 9787544218122 | [F96CE27A58B918DD41FE10E677547092](http://libgen.rs/book/index.php?md5=F96CE27A58B918DD41FE10E677547092) |
| 索德格朗诗全集 | [芬兰] 伊迪特·索德格朗 著; 董继平 译 | 9787543448360 | [FC0699A22E2D39EE4B84590535296C62](http://libgen.rs/book/index.php?md5=FC0699A22E2D39EE4B84590535296C62) |
| 特兰斯特罗默诗选 | [瑞典] 托马斯·特朗斯特罗默 著; 董继平 译 | 9787543448476 | [39086B11E659384BE6DB0CA14B61E9A4](http://libgen.rs/book/index.php?md5=39086B11E659384BE6DB0CA14B61E9A4) |
| 流浪者旅店: 时间与空间之旅 | [荷] 塞斯·诺特博姆 著; 杜冬冬 译 | 9787544722926 | [639BBDD80638C51EAA9992F6150EC2A4](http://libgen.rs/book/index.php?md5=639BBDD80638C51EAA9992F6150EC2A4) |
| 我站着，我受得了: 奥拉夫·H·豪格诗选 | [挪威] 奥拉夫·H·豪格 著; 勃克曼 / 西川 / 刘白沙 译 | 9787506346085 | [DE3D81EE7CA8AD95ADB6229AA1858780](http://libgen.rs/book/index.php?md5=DE3D81EE7CA8AD95ADB6229AA1858780) |
| 如何说再见 | Ray Kluun 著; 孔娟 译 | 9787508617657 | [CAF2B0C8DE2B38395F31364463CBC769](http://libgen.rs/book/index.php?md5=CAF2B0C8DE2B38395F31364463CBC769) |
| 宇宙的琴弦 | [美] 布赖恩·格林 著; 李泳 译 | 9787535732705 | [BD7075A337B92220B3E5FDD2A8002849](http://libgen.rs/book/index.php?md5=BD7075A337B92220B3E5FDD2A8002849) |
| 寻求自然秩序中的和谐: 中国传统法律文化研究 | 梁治平 | 9787208005792 | [BD3A6148EECD76C11F40414DB802C573](http://libgen.rs/book/index.php?md5=BD3A6148EECD76C11F40414DB802C573) |
| 日本随笔经典 | 叶渭渠 | 9787532129744 | [C7D98916B995917FD9C189B46D7D348F](http://libgen.rs/book/index.php?md5=C7D98916B995917FD9C189B46D7D348F) |
| 日本近现代史（第一卷）: 日本丛书 | [日] 远山茂树 著; 邹有恒 译 | 9787100012973 | [93A5508483EE0DE58891C8954D645F44](http://libgen.rs/book/index.php?md5=93A5508483EE0DE58891C8954D645F44) |
| 武士道 | [日] 新渡户稻造 著; 张俊彦 译 | 9787100012690 | [461B4D6CA254F3CDB6E96AD4B3E691B2](http://libgen.rs/book/index.php?md5=461B4D6CA254F3CDB6E96AD4B3E691B2) |
| 菊与刀: 日本文化的类型 | [美] 鲁思·本尼迪克特 著; 吕万和 / 熊达云 / 王智新 译 | 9787100012935 | [9D3D84FDD5932965AB3A6603D33FAD94](http://libgen.rs/book/index.php?md5=9D3D84FDD5932965AB3A6603D33FAD94) |
| 日本近現代抒情詩選 | NIL | 9787805671253 | [9A27B02BC732C77A574F19508F3E06C8](http://libgen.rs/book/index.php?md5=9A27B02BC732C77A574F19508F3E06C8) |
